step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
10,PAYMENT,9765.36,C720782811,389473.66,379708.31,M1690274088,0.0,0.0,0,0
6,CASH_IN,78155.56,C392385841,918370.22,996525.78,C28783325,206428.0,22121.02,0,0
210,CASH_OUT,48846.93,C1908843023,0.0,0.0,C1286348462,91134.54,139981.47,0,0
335,CASH_IN,14850.0,C1670173989,114126.0,128976.0,C1450016862,0.0,0.0,0,0
298,PAYMENT,47817.36,C1342286284,338283.4,290466.04,M146807524,0.0,0.0,0,0
130,CASH_OUT,337910.83,C1930097520,0.0,0.0,C1932492303,620016.45,957927.29,0,0
284,CASH_IN,60919.5,C977883709,4491.0,65410.5,C275663782,383052.82,322133.32,0,0
235,CASH_IN,284536.34,C948761778,856585.29,1141121.63,C505193884,526844.17,242307.83,0,0
206,CASH_OUT,100302.41,C673107913,0.0,0.0,C351963580,1190627.99,1290930.39,0,0
139,CASH_OUT,433744.55,C899695854,0.0,0.0,C1813915360,1465019.3,1917732.37,0,0
260,CASH_OUT,20164.02,C333011771,202755.28,182591.25,C977281429,11870411.6,11890575.62,0,0
263,PAYMENT,3116.3,C1674861000,45192.4,42076.1,M1662838004,0.0,0.0,0,0
321,CASH_IN,182785.79,C1353271428,22084.0,204869.79,C1647127675,0.0,0.0,0,0
276,PAYMENT,9921.62,C126038417,0.0,0.0,M758126123,0.0,0.0,0,0
235,CASH_IN,154852.28,C1873053715,42274.0,197126.28,C1118636317,199590.31,44738.03,0,0
33,CASH_IN,507287.3,C556965052,24515480.65,25022767.95,C28783325,10672487.41,10165200.11,0,0
178,TRANSFER,968351.83,C1210758841,44913.0,0.0,C265601701,1178218.58,2146570.42,0,0
134,CASH_IN,145944.36,C844783383,21154.0,167098.36,C1079262309,422283.83,276339.47,0,0
133,TRANSFER,905818.86,C1316701482,0.0,0.0,C1751888979,929924.42,1835743.28,0,0
228,CASH_OUT,391149.89,C387866675,19899.0,0.0,C539442999,0.0,391149.89,0,0
13,CASH_OUT,154923.13,C1077380046,0.0,0.0,C522173599,2109840.58,2264763.7,0,0
18,TRANSFER,319025.01,C1296692027,0.0,0.0,C12793273,6475008.8,9740541.01,0,0
188,TRANSFER,555877.1,C860190950,69337.0,0.0,C1839236136,0.0,555877.1,0,0
252,CASH_IN,156900.82,C471521675,1700927.74,1857828.55,C58256247,612779.2,455878.39,0,0
228,CASH_OUT,210802.47,C1633644079,7205.0,0.0,C1658738828,0.0,210802.47,0,0
297,CASH_OUT,35513.28,C664969722,10174.0,0.0,C946655622,178714.01,214227.29,0,0
332,TRANSFER,496682.32,C1424143180,580452.0,83769.68,C1630566944,18652003.7,19148686.02,0,0
37,CASH_IN,402926.77,C805143085,14653157.96,15056084.73,C268086000,655638.08,252711.31,0,0
354,CASH_OUT,10623.28,C819922155,39443.0,28819.72,C313616685,0.0,10623.28,0,0
305,CASH_IN,362639.76,C1296431245,2086537.48,2449177.25,C822066250,2124401.27,1761761.5,0,0
205,TRANSFER,1243510.94,C1034572669,130.0,0.0,C2107718749,0.0,1243510.94,0,0
154,CASH_OUT,297363.17,C1645365552,12348.0,0.0,C1559412554,597823.75,895186.92,0,0
398,CASH_OUT,192473.19,C1414029992,161.0,0.0,C956555426,329536.85,522010.04,0,0
177,CASH_IN,12368.76,C1038780562,10972.0,23340.76,C1626759869,7658494.86,7646126.09,0,0
130,CASH_OUT,350465.22,C1801908405,0.0,0.0,C1981297677,410071.99,760537.21,0,0
546,CASH_IN,153881.83,C289841853,2933643.39,3087525.22,C1224081716,4087383.67,3933501.85,0,0
208,CASH_IN,325149.1,C1106614384,290.0,325439.1,C200475488,120482.21,0.0,0,0
403,CASH_OUT,69434.42,C1434657978,0.0,0.0,C797897879,739586.11,809020.53,0,0
237,PAYMENT,19953.97,C1642221954,1517.0,0.0,M1804666802,0.0,0.0,0,0
161,CASH_IN,193089.67,C1046073727,3931349.39,4124439.06,C1594778194,1813000.56,1619910.89,0,0
251,CASH_IN,37794.38,C1954729918,6871996.81,6909791.19,C243194708,9533792.2,9495997.82,0,0
237,CASH_IN,29126.41,C116325982,59772.0,88898.41,C765119516,0.0,0.0,0,0
38,CASH_OUT,82087.17,C1187795060,178665.0,96577.83,C847781012,0.0,9633.76,0,0
16,CASH_OUT,19268.3,C373383902,30185.0,10916.7,C918523964,10026254.81,10045523.12,0,0
44,CASH_OUT,38799.68,C193922476,75912.0,37112.32,C105660024,0.0,38799.68,0,0
396,CASH_IN,7469.46,C745673662,5436.0,12905.46,C1497509135,761470.77,754001.32,0,0
19,CASH_IN,237097.17,C958978110,30140.0,267237.17,C1607998252,10392038.23,10303081.73,0,0
17,TRANSFER,112435.0,C1789406117,0.0,0.0,C431687661,736617.41,696949.64,0,0
42,CASH_IN,162016.81,C530115474,22699099.36,22861116.16,C671135114,1023056.82,861040.01,0,0
41,CASH_OUT,271483.38,C1294801473,149765.0,0.0,C83459379,0.0,356161.66,0,0
137,PAYMENT,11346.3,C921212534,0.0,0.0,M475283817,0.0,0.0,0,0
36,CASH_OUT,5666.08,C1108554322,0.0,0.0,C1662761228,6388398.87,8380100.86,0,0
228,TRANSFER,441062.75,C47875245,41736.0,0.0,C627570303,249953.41,691016.16,0,0
18,CASH_IN,195798.82,C1878894610,119493.0,315291.82,C308006848,340958.0,145159.18,0,0
356,CASH_OUT,245020.0,C963648821,0.0,0.0,C1616326954,584133.48,829153.48,0,0
302,CASH_OUT,152530.66,C1018283802,31103.0,0.0,C989926584,6825411.54,6977942.2,0,0
376,CASH_OUT,31176.04,C849991018,0.0,0.0,C320276503,4164016.7,4195192.74,0,0
276,CASH_IN,19764.58,C349653019,18893.0,38657.58,C846863842,44302.17,24537.59,0,0
369,PAYMENT,10115.37,C1858814141,210056.0,199940.63,M6834201,0.0,0.0,0,0
203,PAYMENT,6343.32,C1670438481,173566.0,167222.68,M2109910802,0.0,0.0,0,0
44,CASH_OUT,190965.99,C1560668925,175033.64,0.0,C585834595,228708.21,419674.21,0,0
179,CASH_OUT,470140.05,C1505279132,536550.0,66409.95,C1989484801,56548.98,526689.03,0,0
402,CASH_IN,27958.82,C2097419640,7554891.08,7582849.9,C260663093,1283873.27,1255914.45,0,0
284,CASH_IN,219579.88,C1744625953,4107005.36,4326585.24,C119399934,614449.75,394869.87,0,0
329,CASH_OUT,29246.53,C179688700,0.0,0.0,C1556017214,151830.89,181077.43,0,0
369,CASH_OUT,104070.56,C390524420,0.0,0.0,C1084363667,350334.1,454404.66,0,0
182,TRANSFER,59641.14,C902443167,225.0,0.0,C106378482,1202072.72,1261713.87,0,0
282,CASH_OUT,27265.85,C1813259809,14915.0,0.0,C466144148,0.0,27265.85,0,0
373,TRANSFER,493455.35,C1597898270,0.0,0.0,C915485442,1121543.59,1614998.93,0,0
160,CASH_IN,339570.57,C893495895,49863.0,389433.57,C173077042,812494.89,472924.32,0,0
451,CASH_IN,302600.83,C818811320,2268685.28,2571286.11,C743092153,1400448.83,1097848.0,0,0
301,TRANSFER,37052.56,C1042391720,45744.0,8691.44,C1439182488,0.0,37052.56,0,0
138,CASH_OUT,206559.18,C622919449,149433.0,0.0,C1034144865,0.0,206559.18,0,0
17,CASH_IN,80591.12,C465896541,273916.04,354507.15,C1033887610,309135.73,228544.61,0,0
310,CASH_IN,192487.04,C759808156,257720.0,450207.04,C764672612,6188477.78,5995990.74,0,0
159,CASH_IN,194689.81,C970131866,10132808.62,10327498.43,C1872196255,9145278.12,8950588.31,0,0
15,TRANSFER,1740803.37,C891511935,624305.82,0.0,C1262169546,437121.14,2694414.66,0,0
15,CASH_OUT,385788.11,C1575228817,384.0,0.0,C345891541,2831211.5,3263290.0,0,0
299,CASH_OUT,71575.96,C1777999060,16175.0,0.0,C1029607217,0.0,71575.96,0,0
20,CASH_OUT,31333.56,C647135882,118151.0,86817.44,C1877540885,7066.63,159865.89,0,0
189,CASH_OUT,103366.68,C1022751259,0.0,0.0,C75056305,904717.75,1008084.43,0,0
17,CASH_IN,144222.8,C12967201,6689.0,150911.8,C473496930,0.0,0.0,0,0
47,CASH_OUT,246984.63,C758741379,0.0,0.0,C2140245843,5082296.3,5329280.93,0,0
399,CASH_OUT,102248.07,C859801120,0.0,0.0,C327052417,110018.74,212266.81,0,0
589,CASH_IN,71047.26,C626845479,27472.0,98519.26,C394038835,0.0,0.0,0,0
19,CASH_IN,72610.7,C1079532859,5320045.38,5392656.08,C1841686755,442403.76,369793.06,0,0
18,CASH_OUT,195448.46,C440299939,10203.0,0.0,C885540169,829667.55,1363997.24,0,0
681,PAYMENT,733.63,C508330155,39985.0,39251.37,M183113851,0.0,0.0,0,0
525,CASH_OUT,99142.09,C1065201598,348194.0,249051.91,C1303144727,240028.93,339171.02,0,0
370,CASH_IN,54156.59,C1706215469,12335.0,66491.59,C29887493,0.0,0.0,0,0
136,CASH_IN,210874.71,C933101387,61429.0,272303.71,C243227440,0.0,0.0,0,0
185,CASH_IN,340757.81,C119978563,8040.0,348797.81,C2005939725,3679873.51,3339115.7,0,0
380,TRANSFER,37418.21,C765139575,526411.0,488992.79,C1022070359,0.0,37418.21,0,0
309,CASH_OUT,58589.74,C1175863472,52512.0,0.0,C307803040,3267278.87,3325868.61,0,0
399,CASH_IN,50200.79,C1268286631,697618.53,747819.32,C961098321,139479.63,89278.84,0,0
262,TRANSFER,2008.48,C1193759279,0.0,0.0,C1426455605,51542.68,53551.16,0,0
282,CASH_OUT,173414.19,C304598064,17166.0,0.0,C883310788,0.0,23018.33,0,0
348,CASH_OUT,494418.91,C188690702,0.0,0.0,C863881747,949091.18,1443510.1,0,0
306,TRANSFER,2547577.89,C1567279322,0.0,0.0,C141316671,60051767.58,62599345.46,0,0
12,CASH_IN,356572.37,C1395654061,2758448.13,3115020.49,C2048578791,493384.67,136812.3,0,0
259,CASH_IN,260585.22,C19415664,22170560.38,22431145.6,C553804968,2977105.61,2716520.38,0,0
403,PAYMENT,3219.16,C361711401,42647.72,39428.56,M1414965122,0.0,0.0,0,0
564,CASH_IN,124731.24,C1297061332,1579104.29,1703835.53,C536599412,2535719.48,2410988.24,0,0
163,CASH_OUT,53159.55,C1410550903,74324.0,21164.45,C164163741,3906034.94,3959194.49,0,0
399,CASH_OUT,209289.14,C1413114229,0.0,0.0,C1011899331,748157.55,957446.69,0,0
165,CASH_IN,68722.11,C1780694199,110977.0,179699.11,C1337869699,436684.5,624579.28,0,0
212,CASH_OUT,83511.36,C673486098,0.0,0.0,C252489504,207189.48,290700.84,0,0
207,CASH_OUT,144226.57,C1157633139,0.0,0.0,C347056727,2747374.65,2891601.23,0,0
230,TRANSFER,1659917.98,C1056492661,7989.0,0.0,C2004617547,0.0,1659917.98,0,0
346,CASH_OUT,177514.19,C560293670,0.0,0.0,C33558375,2373341.3,2550855.49,0,0
256,CASH_IN,130695.31,C1983502361,51331.0,182026.31,C1414013313,6331066.9,6200371.59,0,0
42,CASH_IN,105782.57,C1473367374,49556.0,155338.57,C282355647,543804.0,183429.98,0,0
379,CASH_OUT,86263.69,C1540241925,99523.0,13259.31,C450761826,539536.94,625800.62,0,0
202,CASH_OUT,260798.3,C1324008189,159682.0,0.0,C1102443690,3677558.48,3938356.79,0,0
332,CASH_IN,10636.99,C873042978,15936.0,26572.99,C1941960795,4774144.03,4763507.03,0,0
326,CASH_OUT,355564.41,C1656501633,0.0,0.0,C91538557,4321893.81,4677458.21,0,0
345,CASH_IN,77482.92,C2044868193,7604065.49,7681548.41,C600417404,160394.8,82911.88,0,0
36,CASH_OUT,61500.84,C1368276502,0.0,0.0,C2073813717,241660.25,303161.08,0,0
129,CASH_OUT,326477.33,C130935550,0.0,0.0,C1092771337,521145.53,847622.86,0,0
15,CASH_IN,300480.9,C1936546611,219144.0,519624.9,C806802665,154964.61,0.0,0,0
228,CASH_IN,77850.12,C653753160,10323771.49,10401621.61,C1805134264,557739.98,479889.86,0,0
37,CASH_IN,227573.07,C341998617,8334367.83,8561940.89,C1162648274,288480.68,60907.62,0,0
139,CASH_OUT,229778.57,C618989576,301512.89,71734.32,C314158626,669669.39,899447.97,0,0
179,CASH_OUT,319619.91,C1465388082,351638.0,32018.09,C1278181974,0.0,319619.91,0,0
208,CASH_OUT,267494.23,C44685961,0.0,0.0,C118143453,690261.28,803139.11,0,0
10,CASH_OUT,106577.91,C1539796337,0.0,0.0,C713338583,206444.37,313022.29,0,0
397,CASH_OUT,67155.66,C2114078078,0.0,0.0,C1700021809,5443875.5,5511031.17,0,0
17,CASH_OUT,442403.76,C1111027813,40787.0,0.0,C1841686755,0.0,442403.76,0,0
204,CASH_OUT,40681.45,C948286369,10320.0,0.0,C2104621109,119264.2,159945.65,0,0
594,CASH_OUT,137125.88,C1700541320,0.0,0.0,C1044117371,10549024.6,10686150.49,0,0
348,CASH_OUT,154263.15,C116172763,0.0,0.0,C903759466,241505.06,395768.2,0,0
38,CASH_OUT,16213.33,C1208532443,0.0,0.0,C101179743,1474746.99,1490960.32,0,0
130,CASH_OUT,161668.12,C710065831,0.0,0.0,C527460234,826244.48,987912.6,0,0
401,CASH_IN,34594.56,C1054013892,17580893.49,17615488.04,C870178589,3021964.53,2987369.98,0,0
284,CASH_OUT,77245.37,C480311580,0.0,0.0,C2005939725,4705046.93,4782292.3,0,0
7,CASH_IN,356514.11,C496112231,1870946.63,2227460.74,C836514715,1795902.96,1289357.76,0,0
376,CASH_OUT,316396.41,C1055129015,20923.0,0.0,C1667849082,204151.53,520547.95,0,0
153,CASH_OUT,227960.48,C1377923825,261388.87,33428.39,C2034377028,4470507.34,4698467.81,0,0
404,CASH_OUT,526.42,C995198632,0.0,0.0,C1265131322,688627.94,689154.36,0,0
164,CASH_OUT,120610.85,C1932687963,0.0,0.0,C1720852348,239717.94,478875.14,0,0
256,CASH_OUT,89286.52,C592114690,15605.0,0.0,C338683828,187946.17,277232.69,0,0
305,CASH_OUT,36881.32,C1865373511,0.0,0.0,C870958103,137916.8,174798.12,0,0
203,CASH_IN,5859.19,C1287837587,6792728.57,6798587.76,C1943832045,1547652.84,1541793.66,0,0
255,CASH_IN,113317.2,C1476737192,4195574.8,4308892.0,C814473635,3437521.31,3324204.12,0,0
187,CASH_IN,3996.13,C130053615,10099714.39,10103710.52,C1162648274,2564923.35,2149810.75,0,0
187,CASH_OUT,38844.54,C699073767,0.0,0.0,C2046106901,480746.43,519590.97,0,0
328,CASH_OUT,244021.7,C669338806,0.0,0.0,C891884680,3962744.73,4206766.43,0,0
14,CASH_OUT,260703.1,C535898603,0.0,0.0,C170071280,368275.86,850272.33,0,0
35,CASH_IN,336989.3,C275427442,1821.0,338810.3,C1426710143,187171.88,0.0,0,0
250,CASH_OUT,87859.94,C892021415,87162.0,0.0,C820061836,4024530.55,4112390.49,0,0
33,CASH_IN,141894.71,C931783825,5429796.45,5571691.16,C235328980,301665.57,159770.86,0,0
328,CASH_OUT,40225.6,C621222769,336239.96,296014.36,C1793840709,45991.86,86217.46,0,0
332,CASH_IN,119955.59,C1221961203,6629104.79,6749060.37,C813226084,571250.44,369533.7,0,0
155,CASH_OUT,359669.44,C417431902,0.0,0.0,C354225366,1715705.29,2513455.02,0,0
232,CASH_OUT,8013.81,C451348478,0.0,0.0,C2016806245,1240244.75,1679895.54,0,0
369,PAYMENT,108.75,C1125968753,10377.0,10268.25,M1248147360,0.0,0.0,0,0
139,PAYMENT,10609.13,C1628224759,66277.0,55667.87,M1575499554,0.0,0.0,0,0
280,CASH_OUT,179864.44,C985676729,53435.0,0.0,C895361185,302084.0,481948.43,0,0
130,CASH_IN,140093.64,C1606353676,98591.0,238684.64,C1337869699,0.0,0.0,0,0
139,CASH_OUT,262805.06,C1049915489,156691.03,0.0,C424669538,9305463.47,9568268.52,0,0
16,CASH_OUT,18001.32,C18636714,10429.0,0.0,C1879948586,6448.0,24449.32,0,0
38,CASH_OUT,111202.28,C1073807991,0.0,0.0,C404647251,1472908.58,1584110.85,0,0
15,CASH_OUT,128043.76,C275112980,0.0,0.0,C1228650470,174752.39,302796.15,0,0
355,TRANSFER,472553.2,C333492622,0.0,0.0,C287309829,1023125.17,1495678.37,0,0
259,PAYMENT,5503.12,C105153035,20482.0,14978.88,M746325400,0.0,0.0,0,0
310,TRANSFER,450843.75,C4308374,0.0,0.0,C1797918851,1067561.4,1518405.14,0,0
12,TRANSFER,553246.32,C48002983,77948.0,0.0,C726473569,0.0,932789.86,0,0
161,CASH_IN,326172.72,C915433400,193.0,326365.72,C1141603713,753017.26,426844.54,0,0
160,CASH_IN,305895.18,C1056030265,2657281.39,2963176.58,C1834538811,579363.86,273468.68,0,0
142,CASH_IN,142141.18,C536195425,8107700.92,8249842.11,C1288873537,1045761.47,903620.29,0,0
164,CASH_OUT,174038.14,C1380236227,0.0,0.0,C19379895,1009397.15,1183435.29,0,0
134,TRANSFER,2332827.45,C720067788,661.0,0.0,C1021456304,637335.06,2970162.51,0,0
14,TRANSFER,633715.44,C640121364,0.0,0.0,C667346055,20487606.94,21768779.29,0,0
182,TRANSFER,450184.11,C2103808417,19226.0,0.0,C715542283,0.0,450184.11,0,0
135,TRANSFER,183335.11,C200781236,0.0,0.0,C659116830,2193871.62,2377206.73,0,0
229,CASH_OUT,373565.38,C1773467918,5615.0,0.0,C1155542110,0.0,373565.38,0,0
230,CASH_IN,151301.39,C2103943814,30284.0,181585.39,C1112515195,0.0,0.0,0,0
164,CASH_OUT,185826.92,C917826060,52130.0,0.0,C1223829389,151823.38,337650.31,0,0
129,CASH_OUT,314601.39,C915133451,0.0,0.0,C1946576207,1111059.43,1425660.82,0,0
179,PAYMENT,28876.3,C1496494126,269434.81,240558.51,M134086594,0.0,0.0,0,0
153,CASH_OUT,380819.43,C1451623718,0.0,0.0,C1400643789,2015826.26,2396645.69,0,0
307,TRANSFER,130425.17,C1158152203,30838.0,0.0,C737412944,4477080.83,4924768.02,0,0
41,CASH_IN,115896.93,C1494976790,1414883.99,1530780.92,C867957105,191462.35,75565.42,0,0
373,CASH_IN,95238.78,C1575403085,39948.37,135187.14,C1570256460,84588988.42,84493749.65,0,0
355,CASH_OUT,8513.03,C1965463532,0.0,0.0,C1100489046,177973.43,186486.46,0,0
204,CASH_IN,200034.49,C824134506,1610.0,201644.49,C476199705,0.0,0.0,0,0
208,CASH_OUT,81850.61,C1954837105,13354.0,0.0,C1028525999,1855468.31,1937318.92,0,0
328,CASH_IN,209426.4,C480287386,14551114.57,14760540.96,C966109219,26818047.48,26608621.08,0,0
375,PAYMENT,27202.62,C213488569,0.0,0.0,M1321985778,0.0,0.0,0,0
33,CASH_OUT,15974.97,C2050005597,6102.0,0.0,C1941960795,146860.5,267803.17,0,0
12,CASH_IN,112846.8,C908004946,0.0,112846.8,C10036459,0.0,0.0,0,0
186,CASH_IN,373554.63,C701406943,11049.0,384603.63,C1744617229,1878988.91,1505434.28,0,0
212,CASH_OUT,126418.55,C1051307766,0.0,0.0,C248362913,429132.27,555550.83,0,0
352,CASH_OUT,429660.71,C1461135712,0.0,0.0,C550055858,2690201.78,3119862.48,0,0
277,TRANSFER,432182.44,C1605806587,3964.0,0.0,C183389809,6008951.12,6441133.56,0,0
301,PAYMENT,30915.48,C1475872157,0.0,0.0,M1140281126,0.0,0.0,0,0
16,CASH_OUT,231769.79,C995051336,170603.0,0.0,C1471597814,50095.4,400930.51,0,0
188,CASH_IN,163088.26,C1275914299,30951.0,194039.26,C340833561,1116437.89,953349.62,0,0
155,CASH_OUT,419934.86,C1182956691,10633.0,0.0,C1007251739,2740524.76,3160459.62,0,0
327,CASH_IN,268217.43,C1151098692,4149782.72,4418000.15,C582821182,1143196.94,874979.51,0,0
214,TRANSFER,97534.39,C790233314,149224.0,51689.61,C1545423847,3293828.34,3391362.73,0,0
139,CASH_IN,501089.13,C2098504690,1311652.71,1812741.83,C467042735,2713198.66,2435650.94,0,0
43,CASH_IN,94671.09,C1382620719,3586.0,98257.09,C154068331,213044.65,116986.03,0,0
49,CASH_IN,148576.52,C1238124120,6075446.31,6224022.83,C707965723,1409141.01,1260564.49,0,0
95,CASH_IN,64004.35,C2038546001,603647.79,667652.14,C345891541,8884792.82,8820788.46,0,0
305,CASH_OUT,87853.18,C1076869471,91699.0,3845.82,C682322504,0.0,87853.18,0,0
14,CASH_OUT,3838.64,C870239644,0.0,0.0,C1880832297,73602.18,77234.53,0,0
130,CASH_IN,60686.01,C1874428032,9040.0,69726.01,C653425370,3403567.7,3342881.69,0,0
41,CASH_OUT,229647.17,C1075264661,0.0,0.0,C386229497,2521575.58,2337540.41,0,0
253,CASH_IN,265229.63,C566984713,30856.0,296085.63,C229248099,269109.22,3879.59,0,0
36,CASH_IN,60345.6,C795809390,174884.0,235229.6,C1565800594,17200.18,0.0,0,0
522,TRANSFER,255430.44,C1196128546,20404.0,0.0,C1230060999,0.0,255430.44,0,0
394,CASH_IN,121667.53,C1958300476,133.0,121800.53,C1330533329,4601026.51,4479358.98,0,0
396,CASH_OUT,332428.91,C12290367,212.0,0.0,C1445811732,10851136.77,11183565.68,0,0
397,CASH_OUT,568136.17,C2042030668,11556.0,0.0,C1969956684,133186.92,701323.09,0,0
96,PAYMENT,8803.4,C1520429974,0.0,0.0,M965425051,0.0,0.0,0,0
226,PAYMENT,56649.72,C1719576558,50039.0,0.0,M824853085,0.0,0.0,0,0
350,CASH_IN,333313.95,C1501510152,7242334.39,7575648.34,C1941798570,46619561.87,46286247.92,0,0
37,TRANSFER,2363466.1,C1851884155,0.0,0.0,C310772625,2654015.19,5176065.12,0,0
405,CASH_OUT,135006.4,C1279548212,41346.0,0.0,C826590621,620512.76,755519.16,0,0
19,CASH_IN,22635.56,C378745434,2391.0,25026.56,C1426710143,251287.19,228651.63,0,0
396,CASH_OUT,140214.78,C804221366,0.0,0.0,C201162797,248318.87,388533.65,0,0
373,CASH_IN,209751.55,C164000440,10591268.07,10801019.61,C1809017437,4737148.66,4527397.11,0,0
260,CASH_OUT,251979.68,C1994250326,0.0,0.0,C1092024343,655012.41,906992.09,0,0
181,CASH_OUT,310027.7,C1984214159,142177.36,0.0,C1804412677,1677234.76,1987262.47,0,0
48,CASH_OUT,358693.54,C1326503966,0.0,0.0,C202101281,1680849.53,2039543.06,0,0
710,CASH_IN,107615.43,C323060705,101158.0,208773.43,C120786558,146444.7,38829.27,0,0
10,CASH_IN,52039.79,C310366254,57869.94,109909.73,C449261773,0.0,0.0,0,0
401,CASH_OUT,96497.1,C799262470,0.0,0.0,C248138217,193969.16,290466.25,0,0
236,CASH_OUT,10001.35,C1615977601,0.0,0.0,C1642768808,116085.0,126086.35,0,0
379,CASH_IN,235068.73,C307925475,2855490.55,3090559.28,C84557258,1249715.02,1014646.29,0,0
420,CASH_OUT,215424.94,C2024593201,97810.0,0.0,C1021087479,271346.59,486771.53,0,0
328,CASH_OUT,161465.45,C819467073,82654.0,0.0,C426711072,135205.68,296671.13,0,0
401,CASH_OUT,50180.75,C1040987110,20997.0,0.0,C756588252,101473.25,151654.0,0,0
36,TRANSFER,1056338.88,C564804885,0.0,0.0,C1721246847,3205036.42,4261375.3,0,0
357,TRANSFER,34136.53,C1188578681,14935.0,0.0,C1751518274,409976.07,444112.61,0,0
131,CASH_OUT,149824.04,C1947832342,24765.0,0.0,C169598416,246460.19,396284.23,0,0
303,CASH_OUT,246997.82,C1944627404,26234.0,0.0,C59247509,415924.19,662922.0,0,0
161,TRANSFER,777578.89,C46147850,0.0,0.0,C1379703840,9962636.78,10740215.66,0,0
210,CASH_OUT,65529.86,C2070208014,0.0,0.0,C1527134062,184589.61,250119.47,0,0
311,TRANSFER,6558087.93,C1050618331,6558087.93,0.0,C1361886731,0.0,0.0,1,0
374,CASH_IN,93504.02,C258098149,22215890.47,22309394.49,C991505714,47043189.76,46949685.74,0,0
235,TRANSFER,1779084.63,C998235175,0.0,0.0,C821758097,12101863.99,13880948.62,0,0
233,CASH_OUT,13218.66,C555440556,0.0,0.0,C1581407467,1465008.21,1478226.86,0,0
643,CASH_OUT,352179.76,C1338415821,352179.76,0.0,C1852367071,350816.33,702996.09,1,0
373,CASH_OUT,510951.27,C204938142,495028.0,0.0,C1505728182,1007886.6,1518837.87,0,0
348,TRANSFER,947207.63,C992573000,0.0,0.0,C1577595866,8139071.82,9086279.45,0,0
191,CASH_IN,158317.68,C1346073350,17329309.5,17487627.18,C783320585,1323955.88,1165638.2,0,0
377,PAYMENT,8542.05,C1871402193,88112.63,79570.58,M785998985,0.0,0.0,0,0
9,CASH_OUT,19523.94,C1352894853,0.0,0.0,C989926584,31196.0,792093.06,0,0
230,CASH_OUT,147285.92,C1011689237,237.0,0.0,C2046106901,519590.97,666876.89,0,0
186,TRANSFER,587487.19,C808824044,1155.0,0.0,C1492417626,0.0,587487.19,0,0
592,CASH_OUT,23821.02,C1598074079,0.0,0.0,C1527777046,16676544.16,16700365.18,0,0
352,CASH_IN,216557.94,C477861869,1833140.24,2049698.18,C1460468335,1038978.22,822420.29,0,0
375,TRANSFER,254145.28,C2135290271,79981.0,0.0,C1065862739,1483903.69,1738048.97,0,0
19,TRANSFER,3349.54,C1286900870,99687.05,96337.52,C51144678,314702.41,318051.95,0,0
380,PAYMENT,4286.26,C73815275,725.0,0.0,M1281489533,0.0,0.0,0,0
356,CASH_OUT,187239.07,C987031344,162204.0,0.0,C1580004719,700357.21,887596.29,0,0
237,CASH_OUT,64777.81,C1929081073,25725.0,0.0,C524632299,4653944.08,4718721.9,0,0
183,CASH_OUT,236465.25,C529239133,51584.0,0.0,C171730324,2697988.66,2934453.92,0,0
16,CASH_IN,254461.8,C1618370872,10218.0,264679.8,C1839671644,3463984.19,3209522.39,0,0
275,CASH_OUT,280382.65,C1634548670,10751.0,0.0,C220430646,1516130.19,1796512.85,0,0
259,CASH_IN,161177.24,C1407032752,623718.0,784895.24,C478742844,289726.5,128549.26,0,0
140,CASH_IN,8211.54,C433086440,9846534.75,9854746.29,C927569748,81283.61,73072.06,0,0
236,CASH_OUT,133619.78,C496018539,0.0,0.0,C2043608415,2553408.96,2687028.75,0,0
189,CASH_OUT,141918.84,C695282793,20970.0,0.0,C209796396,279934.01,421852.85,0,0
566,CASH_IN,84977.36,C1603728789,37.0,85014.36,C37561886,119762.68,34785.32,0,0
20,PAYMENT,7428.07,C205941476,0.0,0.0,M1685930662,0.0,0.0,0,0
161,CASH_OUT,278406.49,C1867068912,0.0,0.0,C1191544932,10053164.67,10331571.16,0,0
308,CASH_OUT,2030.56,C560000976,0.0,0.0,C781083195,1720270.78,1722301.34,0,0
305,CASH_IN,167623.0,C1842347181,764671.03,932294.03,C1002183297,177534.55,9911.54,0,0
225,CASH_OUT,113824.3,C361700476,0.0,0.0,C1625988105,7134799.1,7248623.4,0,0
426,CASH_IN,416002.87,C1633709923,525958.46,941961.32,C451731094,7427991.3,7011988.43,0,0
43,TRANSFER,51099.68,C162919198,42673.37,0.0,C1769042905,1198379.08,1249478.76,0,0
13,CASH_IN,201761.9,C704071709,7665498.58,7867260.49,C789014007,330419.68,238236.36,0,0
300,CASH_OUT,447130.04,C1650990724,178.0,0.0,C399465917,8099528.85,8546658.89,0,0
20,CASH_OUT,282576.98,C779788009,0.0,0.0,C575853652,10545619.36,10828196.34,0,0
213,CASH_OUT,16193.12,C1606239055,45925.0,29731.88,C236701409,1173954.38,1190147.5,0,0
256,CASH_IN,366711.79,C1655382425,4581985.76,4948697.55,C1726402294,2157736.52,1783672.56,0,0
205,CASH_IN,103754.2,C15087674,10226197.55,10329951.75,C366986030,2003774.15,1900019.95,0,0
187,CASH_IN,186854.66,C2104622371,1326110.67,1512965.33,C1712181636,5674765.59,5487910.94,0,0
206,CASH_OUT,71385.11,C1672502055,0.0,0.0,C663883872,1610973.98,1682359.1,0,0
